Model,Env,Run,Wall Time (s),Sample Complexity,Mean Reward,Std Dev,File,Save Path
trpoqh,Ant-v5,5,117.67260384559631,inf,-113.96207957058243,243.39119433604708,.eval/trpoqh/Ant-v5_5/run_5_data.csv,.eval/trpoqh/Ant-v5_5
trpoqh,Ant-v5,6,116.19923901557922,inf,-104.1353804417122,221.87436455825144,.eval/trpoqh/Ant-v5_6/run_6_data.csv,.eval/trpoqh/Ant-v5_6
trpoqh,Ant-v5,7,114.47722029685974,inf,-118.7199040105374,248.16591889963888,.eval/trpoqh/Ant-v5_7/run_7_data.csv,.eval/trpoqh/Ant-v5_7
trpoqh,Ant-v5,8,113.41797733306885,inf,-117.22802899378883,245.69186562147172,.eval/trpoqh/Ant-v5_8/run_8_data.csv,.eval/trpoqh/Ant-v5_8
trpoqh,Ant-v5,9,112.8581440448761,inf,-108.75295653136882,224.80948528579796,.eval/trpoqh/Ant-v5_9/run_9_data.csv,.eval/trpoqh/Ant-v5_9
trpoqh,Ant-v5,10,112.82963681221008,inf,-109.85310138781432,230.75955577375058,.eval/trpoqh/Ant-v5_10/run_10_data.csv,.eval/trpoqh/Ant-v5_10
trpor,Humanoid-v5,1,233.20580053329468,inf,248.91327706751727,121.40786070751801,.eval/trpor/Humanoid-v5_1/run_1_data.csv,.eval/trpor/Humanoid-v5_1
trpor,Humanoid-v5,2,231.96824026107788,inf,250.64387982299948,121.42861478321461,.eval/trpor/Humanoid-v5_2/run_2_data.csv,.eval/trpor/Humanoid-v5_2
trpor,Humanoid-v5,3,234.64277601242065,inf,242.62268961763198,123.93975697086056,.eval/trpor/Humanoid-v5_3/run_3_data.csv,.eval/trpor/Humanoid-v5_3
trpor,Humanoid-v5,4,237.79119324684143,inf,248.49266898993645,120.16219682404571,.eval/trpor/Humanoid-v5_4/run_4_data.csv,.eval/trpor/Humanoid-v5_4
trpor,Humanoid-v5,5,245.66423058509827,inf,241.03182315687278,108.12365066108843,.eval/trpor/Humanoid-v5_5/run_5_data.csv,.eval/trpor/Humanoid-v5_5
trpor,Humanoid-v5,6,230.87864875793457,inf,250.13335778605898,121.32112485999079,.eval/trpor/Humanoid-v5_6/run_6_data.csv,.eval/trpor/Humanoid-v5_6
trpor,Humanoid-v5,7,225.23164629936218,inf,242.06732335351967,118.33341802510976,.eval/trpor/Humanoid-v5_7/run_7_data.csv,.eval/trpor/Humanoid-v5_7
trpor,Humanoid-v5,8,232.81366562843323,inf,251.48448728257372,112.59991295717087,.eval/trpor/Humanoid-v5_8/run_8_data.csv,.eval/trpor/Humanoid-v5_8
trpor,Humanoid-v5,9,239.29223132133484,inf,246.0704159671704,119.08647039430024,.eval/trpor/Humanoid-v5_9/run_9_data.csv,.eval/trpor/Humanoid-v5_9
trpor,Humanoid-v5,10,227.9706690311432,inf,248.3271384840595,121.98927328251665,.eval/trpor/Humanoid-v5_10/run_10_data.csv,.eval/trpor/Humanoid-v5_10
trpo,Humanoid-v5,1,214.099534034729,inf,243.99254896321597,106.77625326204983,.eval/trpo/Humanoid-v5_1/run_1_data.csv,.eval/trpo/Humanoid-v5_1
trpo,Humanoid-v5,2,218.3572919368744,inf,250.1482816636557,101.89413357916209,.eval/trpo/Humanoid-v5_2/run_2_data.csv,.eval/trpo/Humanoid-v5_2
trpo,Humanoid-v5,3,216.85473012924194,inf,271.7692213560606,109.05446126155837,.eval/trpo/Humanoid-v5_3/run_3_data.csv,.eval/trpo/Humanoid-v5_3
trpo,Humanoid-v5,4,224.85900855064392,inf,250.9334177275607,106.22984322516011,.eval/trpo/Humanoid-v5_4/run_4_data.csv,.eval/trpo/Humanoid-v5_4
trpo,Humanoid-v5,5,209.68732023239136,inf,244.32508082265505,98.80824823341237,.eval/trpo/Humanoid-v5_5/run_5_data.csv,.eval/trpo/Humanoid-v5_5
trpo,Humanoid-v5,6,220.22273445129395,inf,276.32890532687793,110.93349633335667,.eval/trpo/Humanoid-v5_6/run_6_data.csv,.eval/trpo/Humanoid-v5_6
trpo,Humanoid-v5,7,208.78331398963928,inf,241.2170022328557,98.47456368860009,.eval/trpo/Humanoid-v5_7/run_7_data.csv,.eval/trpo/Humanoid-v5_7
trpo,Humanoid-v5,8,218.17261362075806,inf,232.96724090958497,111.4100931948747,.eval/trpo/Humanoid-v5_8/run_8_data.csv,.eval/trpo/Humanoid-v5_8
trpo,Humanoid-v5,9,221.87701773643494,inf,248.03315820919175,104.20381283276342,.eval/trpo/Humanoid-v5_9/run_9_data.csv,.eval/trpo/Humanoid-v5_9
trpo,Humanoid-v5,10,208.470308303833,inf,254.25705687635576,97.00353077908714,.eval/trpo/Humanoid-v5_10/run_10_data.csv,.eval/trpo/Humanoid-v5_10
